simulated time	num cells	num division	num death	wall time	oxygen	tnf
0	1137	1137	0	0.0712891	18999	274.461
40	1229	92	0	107.482	3.7309e-06	5.52179
80	1243	14	0	93.046	7.12093e-16	0.0389293
120	1260	17	0	92.9395	1.33299e-25	0.0100681
160	1292	32	0	93.4623	2.42488e-35	0.00324148
200	1321	29	0	93.5326	4.15104e-45	0.000565521
240	1364	43	0	93.8636	6.60226e-55	8.20366e-05
280	1396	32	0	94.0381	9.72777e-65	3.35949e-07
320	1455	59	0	94.1413	1.31344e-74	1.37576e-09
360	1515	61	1	94.7235	1.61387e-84	5.63383e-12
400	1603	90	2	95.2656	1.80624e-94	2.30706e-14
440	1702	106	7	96.437	1.83413e-104	9.44726e-17
480	1801	109	10	97.3648	1.66388e-114	3.86853e-19
520	1953	159	7	97.0611	1.33151e-124	1.58408e-21
560	2049	110	14	98.31	9.26587e-135	6.48634e-24
600	2125	87	11	98.7074	5.6301e-145	2.6559e-26
640	2208	92	9	99.792	2.94908e-155	1.08745e-28
680	2303	99	4	100.976	1.28925e-165	4.45242e-31
720	2327	29	5	101.654	4.80003e-176	1.82292e-33
760	2356	32	3	101.726	1.51725e-186	7.46313e-36
800	2408	53	1	102.794	4.06007e-197	3.05534e-38
840	2469	64	3	101.367	9.15754e-208	1.25078e-40
880	2529	67	7	102.222	1.73043e-218	5.12022e-43
920	2608	87	8	116.609	2.77642e-229	21.8589
960	2696	96	8	103.922	3.9325e-240	0.124922
1000	2795	102	3	104.738	6.37778e-251	0.0235366
1040	2903	115	7	105.192	1.09814e-261	0.00697782
1080	3055	155	3	105.761	1.70403e-272	0.000831623
1120	3228	176	3	107.721	2.24217e-283	4.94328e-05
1160	3492	269	5	109.453	2.42882e-294	2.02337e-07
1200	3716	227	3	109.476	0	8.28187e-10
1240	3874	167	9	109.43	0	3.38974e-12
1280	4037	168	5	111.667	0	1.38734e-14
1320	4206	181	12	111.306	0	5.67781e-17
1360	4228	64	42	112.743	0	2.32355e-19
1400	4257	67	38	113.084	0	9.50822e-22
1440	4297	90	50	112.924	0	3.89062e-24
1440.02	4301	6	2	0.671591	0	3.87994e-24
