simulated time	num cells	num division	num death	wall time	oxygen	tnf
0	1137	1137	0	0.0635663	18999	274.461
40	1229	92	0	116.598	3.73588e-06	7.29993
80	1243	14	0	99.4255	7.19086e-16	0.0615423
120	1259	16	0	99.4306	1.41635e-25	0.0264062
160	1284	25	0	99.5471	2.95612e-35	0.00796443
200	1312	28	0	99.3642	5.9325e-45	0.00197335
240	1339	27	0	98.4948	1.11527e-54	0.000206587
280	1371	32	0	98.653	1.94903e-64	8.46027e-07
320	1412	41	0	99.4239	3.17647e-74	3.46472e-09
360	1465	54	1	98.4812	4.81219e-84	1.41888e-11
400	1532	71	4	99.8255	6.65933e-94	5.81054e-14
440	1624	98	6	101.367	8.41738e-104	2.37947e-16
480	1736	121	9	101.635	9.70593e-114	9.74403e-19
520	1866	152	22	102.742	9.99625e-124	3.99016e-21
560	1928	114	52	103.192	9.10935e-134	1.63393e-23
600	1984	83	27	102.511	7.25162e-144	6.69063e-26
640	2068	91	7	103.068	5.03697e-154	2.73962e-28
680	2162	98	4	104.402	2.98148e-164	1.12176e-30
720	2189	29	2	103.941	1.50185e-174	4.593e-33
760	2209	24	4	104.655	6.45727e-185	1.88052e-35
800	2247	42	4	104.995	2.37369e-195	7.69918e-38
840	2293	53	7	104.474	7.43959e-206	3.15207e-40
880	2344	55	4	105.374	2.02099e-216	1.29043e-42
920	2392	55	7	106.192	4.78368e-227	5.28272e-45
960	2480	90	2	105.887	9.7784e-238	2.16257e-47
1000	2571	98	7	123.475	1.72936e-248	7.32166
1040	2685	121	7	107.625	3.30826e-259	0.131924
1080	2806	125	4	106.06	1.20914e-269	0.0635071
1120	2907	107	6	107.393	6.52605e-280	0.0149708
1160	3022	119	4	107.556	3.43814e-290	0.0022492
1200	3124	108	6	108.627	1.58839e-300	0.00042584
1240	3208	91	7	108.603	0	3.1479e-06
1280	3313	115	10	109.37	0	1.28882e-08
1320	3434	127	6	108.435	0	5.27655e-11
1360	3499	74	9	110.757	0	2.16021e-13
1400	3511	45	33	110.679	0	8.84353e-16
1440	3527	89	73	109.573	0	3.62027e-18
1440.02	3526	6	7	0.470766	0	3.61033e-18
